"cobacia","S1_ivv_nu","S2_ivv_nu","S3_ivv_classe","S4_ivv_nu","floresta","monitorado","estacoes","escolas","alunos","docentes","risco"
758191461,5.5564652767365e-07,0,"1",0.349,1.0314,"no",0,1,846,50,0
758191463,5.2926216450793e-07,0,"1",0.374,4.662,"no",0,2,46,3,0
758191482,7.2691902453358e-07,0,"1",0.349,1.1511,"no",0,2,181,12,0
758191483,7.2262997319607e-07,0,"1",0.349,4.6764,"no",0,1,45,4,0
758191493,6.6847935628523e-07,0,"1",0.4,10.323,"no",0,7,438,23,0
758191512,5.2511793604342e-07,0,"1",0.362,2.0457,"no",0,1,32,2,0
758191542,4.8641430028636e-07,0,"1",0.364,0.7812,"no",0,1,72,5,0
758191563,4.7616169818619e-07,0,"1",0.37,2.4894,"no",0,1,26,1,0
758191581,4.61845510508e-07,0,"1",0.37,5.2893,"no",0,1,21,1,0
758191583,4.6414557382039e-07,0,"1",0.397,1.3302,"no",0,1,16,2,0
758191584,4.7483616373495e-07,0,"1",0.397,1.098,"no",0,1,45,4,0
758191585,4.9178879397266e-07,0,"1",0.37,4.104,"no",0,2,48,4,0
758191662,5.2794710406918e-07,0,"1",0.357,1.5642,"no",0,1,7,1,0
758191663,6.4795078193289e-07,0,"1",0.357,2.1393,"no",0,1,30,3,0
758191692,5.4223126013141e-07,0,"1",0.357,2.385,"no",0,1,45,2,0
758191699,5.2513722119889e-07,0,"1",0.39,1.0935,"no",0,3,289,24,0
758191965,4.7175771621744e-07,0,"1",0.415,0.4023,"no",0,1,249,15,0
758192321,4.5264948116422e-07,0,"1",0.394,0.7623,"no",0,1,14,1,0
758194623,5.4411514342288e-07,0,"1",0.472,3.5478,"no",0,3,806,59,0
758197413,5.7276501149379e-07,0,"1",0.491,3.3138,"no",0,1,11,1,0
758198551,1.06799943749323e-06,0,"1",0.541,8.0937,"no",0,2,30,3,0
758229225,4.701315935392e-07,0,"1",0.391,0.324,"yes",0,1,49,5,0
758429753,2.8536948382088e-07,0,"1",0.452,3.1284,"no",0,1,24,2,0
758442545,8.3850762698336e-07,0,"1",0.565,1.584,"yes",0,1,9,1,0
758442933,1.03463264327017e-06,0,"1",0.519,0.54,"no",0,2,75,7,0
758446982,5.4165067959652e-07,0,"1",0.526,0.0333,"no",0,1,676,43,0
758446983,4.8851671670658e-07,0,"1",0.514,0.0396,"no",0,1,179,11,0
758447231,0.000623004188481309,0,"1",0.496,0.1998,"yes",0,1,314,16,0
758447271,5.96689310448e-07,0,"1",0.496,0.3141,"yes",0,1,90,5,0
758449542,1.31715804624135e-06,0,"1",0.477,1.1745,"no",0,1,17,2,0
758449663,3.785799257567e-07,0,"5",0.506,3.2787,"no",0,1,15,2,0
758449977,8.85645092546156e-06,0,"1",0.466,0.8118,"no",0,1,18,2,0
758494614,1.19729924614408e-06,0,"1",0.567,0.3681,"no",0,1,46,4,0
758498292,4.44474325651903e-06,0,"1",0.564,0.5103,"no",0,1,21,2,0
758499524,6.15506374930589e-06,0,"1",0.563,1.3518,"no",0,1,51,3,0
758499694,2.10332637138949e-06,0,"1",0.563,0.6822,"no",0,1,8,1,0
758499763,3.58392101672769e-06,0,"1",0.56,0.3663,"no",0,1,26,1,0
759122434,1.25781380556035e-06,0.0236246130500759,"4",0.352,0.1233,"no",0,1,1093,58,0
759122461,1.35284090759675e-06,0.0236211551483768,"4",0.352,0.0873,"no",0,1,36,3,0
759122463,1.72344635887612e-06,0.0236227481455316,"4",0.352,0.2781,"no",0,1,105,10,0
759122555,1.94530902839176e-06,0.0236220161109868,"4",0.352,0.2349,"no",0,2,633,34,0
759124311,1.09809680215991e-06,0.0236220209292098,"4",0.354,1.8756,"yes",0,3,1002,39,0
759124572,4.98292939525691e-06,0.0236271758664955,"2",0.372,0.0117,"no",0,1,71,4,0
759126892,1.82950718163421e-06,0.0236234024505184,"4",0.249,0,"no",2,7,3579,139,0
759126893,1.95642368651644e-06,0.0236251941328732,"4",0.249,0,"no",0,2,285,13,0
759129842,2.00090781869787e-06,0.0236201964636542,"4",0.307,0.018,"no",0,1,162,9,0
759146441,1.965451960031e-06,0.0236225495463531,"5",0.352,1.2744,"no",0,1,78,5,0
759149923,1.5843143254556e-06,0.0236234990316333,"4",0.237,0.0261,"no",0,3,1369,71,0
759162125,4.8006607331563e-07,0.0236218218981455,"4",0.301,0.045,"yes",4,11,4766,188,0.258
759162127,5.0964041225635e-07,0.023621496745188,"4",0.301,0.1449,"yes",0,2,878,37,0.258
759162129,5.1546737902585e-07,0.0236226619052215,"4",0.301,0.0189,"yes",0,12,4316,197,0
759162133,4.6044466862167e-07,0.0140737185216324,"4",0.318,0.09,"yes",0,2,250,12,0
759162155,5.7959524546139e-07,0.0137960834464968,"4",0.301,0.3096,"yes",0,1,50,3,0
759162182,6.6384964944272e-07,0.0236215742111858,"2",0.285,0.1854,"no",0,5,2266,85,0
759162183,7.1834340679373e-07,0.0236218130311615,"4",0.268,1.7217,"no",0,1,426,15,0
759162224,8.5054961291626e-07,0.0236220592923175,"2",0.279,0.0324,"no",0,1,21,2,0
759162225,9.2089159606605e-07,0.0236224280350438,"2",0.279,0.2025,"no",0,2,298,18,0
759162282,8.1257337945004e-07,0.0236215874620829,"2",0.254,0.3384,"yes",0,1,34,4,0
759162283,8.6487978753687e-07,0.0236220946289701,"2",0.258,0.5184,"yes",0,1,36,4,0
759162369,1.09898988188263e-06,0.0236224738984251,"2",0.283,0.3987,"yes",0,1,55,4,0
759162413,8.5405458713123e-07,0.0236220874072243,"2",0.279,0.1629,"no",0,1,33,3,0
759162463,2.0604431629697e-06,0.0236223384385506,"2",0.296,0.0531,"no",0,1,48,3,0
759162481,2.03252477728024e-06,0.0236218249484947,"2",0.31,0,"no",0,3,693,42,0
759162483,2.26767427138108e-06,0.0236217509570824,"2",0.296,0.0315,"no",2,6,2622,118,0
759162492,2.84648041105814e-06,0.023622510571743,"2",0.31,0.0513,"no",0,18,6759,366,0
759162493,2.85519022990111e-06,0.0236224318977325,"2",0.31,0.0351,"no",0,10,2140,120,0
759162621,1.49771151040391e-06,0.0236220613756614,"2",0.288,0.3726,"no",2,6,2823,142,0
759162624,3.07664324034933e-06,0.0236226781258664,"2",0.289,0.0207,"no",0,1,100,9,0
759162631,1.12064648345516e-06,0.0236221007615645,"2",0.288,0.9522,"yes",0,2,75,5,0
759162633,1.68989533393719e-06,0.0236220944863118,"2",0.287,0.837,"no",0,5,2318,103,0
759162711,1.08834826266351e-06,0.00634761171771179,"2",0.284,1.1178,"no",0,16,4675,236,0.297
759162713,1.78797689897086e-06,0.00562458196806991,"2",0.297,0.5265,"no",2,2,95,6,0
759162754,1.13138996918881e-05,0.023621440345592,"2",0.303,0.0117,"no",0,2,96,6,0
759162756,4.28865705153614e-06,0.0236219870605346,"2",0.303,0.0423,"no",0,1,69,5,0
759162759,1.07921006084146e-05,0.00288187708502196,"2",0.295,0.0036,"no",0,1,29,3,0
759162822,2.16661109361978e-06,0.0236221570954538,"2",0.286,2.9214,"no",0,3,279,19,0
759162825,1.90267855103306e-06,0,"2",0.301,1.1637,"no",0,1,56,5,0
759162831,1.97487624280668e-06,0,"2",0.303,0.9531,"yes",0,2,293,20,0
759162833,1.83321680833935e-06,0,"2",0.303,0,"yes",0,1,56,5,0
759162834,1.86100639249965e-06,0,"1",0.309,0.4518,"yes",0,2,362,22,0
759162835,1.79465048207305e-06,0,"2",0.303,1.9359,"yes",0,2,353,18,0
759162843,1.54387988488151e-06,0,"2",0.307,2.2617,"no",0,2,212,9,0
759162864,1.34029720554384e-06,0,"1",0.324,0.117,"no",0,1,144,11,0
759162872,1.3480332324716e-06,0,"1",0.316,0.1917,"yes",0,1,213,13,0
759162873,1.23831511976003e-06,0,"1",0.316,0.3735,"no",0,1,53,4,0
759162883,1.39430446869284e-06,0,"1",0.324,3.2256,"no",0,2,279,25,0
759162895,1.04986528466531e-06,0,"1",0.333,0.7641,"no",0,2,348,21,0
759162896,1.14425757259003e-06,0,"1",0.33,1.206,"no",0,1,34,2,0
759162898,9.6077555034644e-07,0,"1",0.333,0.2439,"no",0,1,64,5,0
759162924,2.4337672235226e-06,0,"2",0.322,0.2925,"no",0,1,93,7,0
759162928,1.57529312402082e-06,0,"1",0.356,1.4715,"no",0,2,258,21,0
759162933,2.04049804348027e-06,0,"2",0.297,0.333,"no",0,2,594,29,0
759162935,1.74410485046925e-06,0,"1",0.31,0.8793,"yes",0,1,253,19,0
759162947,1.6233183757811e-06,0,"1",0.319,0.405,"yes",0,2,405,26,0
759162968,1.23041100458584e-06,0,"1",0.346,0.1674,"yes",0,2,401,25,0
759162969,1.35324849238541e-06,0,"1",0.353,0.3096,"no",0,1,212,17,0
759162971,1.2844949606286e-06,0,"1",0.344,3.3606,"yes",0,1,169,20,0
759162973,1.09670506451652e-06,0,"1",0.343,0.4536,"yes",2,5,1619,88,0
759162982,9.2470271153058e-07,0,"1",0.333,0.1287,"no",0,2,117,7,0
759162985,8.8747038062226e-07,0,"1",0.338,0.1899,"no",0,1,173,13,0
759162995,8.5396212872111e-07,0,"1",0.338,0.7308,"no",0,2,90,7,0
759164114,7.1756922517687e-07,0.0236225187426921,"2",0.285,0.2646,"no",2,6,2860,115,0
759164116,7.3190707934693e-07,0.0236214066556526,"2",0.285,0.0036,"no",0,2,975,32,0
759164134,8.518901934726e-07,0.0236219432670362,"2",0.283,0,"no",0,1,152,6,0
759164163,8.9131985869367e-07,0.0236211262353161,"2",0.275,0.0261,"no",0,1,221,11,0
759164179,8.3451148666901e-07,0.0196853402999421,"2",0.277,0,"no",0,2,573,27,0
759164191,8.7092263137872e-07,0.0194206876915186,"2",0.277,0,"no",0,2,403,27,0
759164463,1.46715031531258e-06,0.0236219071251329,"2",0.285,0.0279,"yes",0,2,349,18,0
759164711,1.0464608826474e-06,0.016234767360074,"2",0.284,0.6552,"yes",2,9,2585,139,0.075
759164712,1.19600527171307e-06,0.0236206618464961,"2",0.284,9e-04,"yes",0,1,421,20,0.028
759164713,1.32860902019719e-06,0.0156338697678877,"2",0.285,0.9549,"yes",0,3,985,56,0.044
759164757,17.2600011270365,0.0106708543358694,"2",0.296,0.2871,"yes",2,1,605,29,0.157
759164763,2.56207206413421e-06,0,"2",0.301,0.6075,"yes",0,1,42,3,0
759164992,1.38026364333607e-06,0,"2",0.318,0.5346,"no",0,1,281,18,0
759166266,5.62630759594006e-06,0.0236221650717703,"2",0.256,0,"no",0,1,12,1,0
759166284,1.88585980157534e-06,0.0236218724109362,"4",0.237,0,"no",0,4,1566,60,0
759166294,2.36434086371613e-06,0.0236227399553571,"2",0.251,0.0315,"no",0,1,21,2,0
759166299,2.07870902487101e-06,0.0236209188660802,"4",0.237,0,"no",0,2,503,18,0
759166322,1.59612315789159e-06,0.0236235590118939,"2",0.279,0,"no",0,1,94,5,0
759166643,1.51522399002211e-06,0.023621889379382,"2",0.279,0,"no",0,1,265,12,0
759166644,1.79250495095804e-06,0.0236244046466602,"2",0.274,0,"no",0,1,156,14,0
759166667,1.3746882901399e-06,0.0236217454428134,"2",0.287,0.0117,"no",0,2,1648,69,0
759166669,1.52591191570367e-06,0.0236232688708671,"2",0.287,0.0126,"no",0,1,781,33,0
759166681,2.20002912306956e-06,0.0236217329910141,"2",0.287,0,"no",0,1,58,4,0
759166699,1.28272185246497e-06,0.0236230403800475,"2",0.291,1.0035,"no",0,1,18,1,0
759166911,1.70490708454717e-06,0.023622117433106,"2",0.274,0.0252,"no",2,4,1206,62,0
759166926,1.61475331927839e-06,0.0236242879019908,"2",0.277,0.1305,"no",0,1,18,1,0
759166934,7.03291660100043e-06,0.0236197222875971,"2",0.277,0.0315,"no",0,1,195,6,0
759166971,5.69565315350609e-06,0.0236218678250389,"2",0.277,0.0513,"no",0,6,1726,81,0
759166972,2.815055459459e-06,0.023622495004282,"2",0.277,0,"no",0,2,534,37,0
759166974,2.56817149488595e-06,0.0236218908440203,"2",0.277,0,"no",0,1,196,8,0
759169211,2.98461704559021e-06,0.0225729230077399,"2",0.287,0,"no",0,3,1247,60,0
759169213,1.78212286921091e-06,0.0225162095578125,"2",0.287,0,"no",0,3,831,32,0
759169223,1.2684995497916e-05,0.0198041271930975,"2",0.287,0.0108,"no",0,1,282,17,0
759169295,1.27691345667786e-06,0.023621618204804,"1",0.291,0.4698,"no",0,1,16,3,0
759169441,4.58339081910328e-06,0.0236219083802148,"2",0.288,0.0072,"no",0,1,59,5,0
759169457,1.25219660349417e-06,0.0236221071606382,"2",0.293,0.3555,"no",0,1,163,12,0
759169461,1.22773188418547e-06,0.0236214656283843,"2",0.293,0.2844,"yes",0,1,169,12,0
759169465,1.41743354909655e-06,0.023622096538274,"2",0.3,0.2448,"yes",0,2,219,16,0
759169481,1.14891301604617e-06,0.0236223299348153,"2",0.294,0.2799,"yes",0,1,47,3,0
759169482,1.21629247638838e-06,0.0236213771247479,"2",0.294,0.1395,"yes",0,1,57,3,0
759169484,1.19197907839529e-06,0.0236209298558237,"2",0.294,0.3825,"yes",0,1,78,5,0
759169721,1.30996586177825e-06,0.023622102943934,"2",0.284,1.4643,"yes",0,1,35,3,0
759169825,1.41680288483437e-06,0.0236218665911344,"2",0.309,2.9205,"yes",0,1,27,2,0
759169944,1.63485764709605e-06,0.0236221157218001,"1",0.304,0.3006,"yes",0,1,29,3,0
759169961,1.72214066321529e-06,0,"2",0.313,0.162,"yes",0,1,83,5,0
759169962,2.07463317731387e-06,0,"2",0.313,0,"yes",0,1,34,2,0
759184123,4.8274352934882e-07,0.0236226066209365,"4",0.231,0.2187,"yes",0,2,654,29,0
759186495,7.9946331131969e-07,0.0236222637385879,"4",0.264,5.562,"yes",0,2,358,17,0
759198222,3.3658022502603e-07,0.0236234200743494,"4",0.212,0.0063,"yes",0,6,2057,105,0
759198224,3.9351542416563e-07,0.0236227457351747,"5",0.22,0.7011,"yes",2,10,4239,219,0.478
759198225,3.6642856236974e-07,0.0236220025317982,"4",0.212,0.4086,"yes",0,33,9839,501,0.828
759198261,3.4808489047736e-07,0.023621554393624,"4",0.212,0.0477,"yes",2,15,4458,224,0.476
759198262,3.825437913583e-07,0.0236220087336245,"4",0.212,0.0594,"yes",0,3,664,36,0
759198263,4.1271019620868e-07,0.0236217813765182,"4",0.212,1.278,"yes",0,1,386,18,1.404
759198291,4.078920136052e-07,0.02362216259193,"4",0.212,0.9432,"yes",2,9,3065,123,1.475
759198292,6.0062511561429e-07,0.0236204599971779,"4",0.216,0.4698,"yes",0,2,1008,39,1.337
759198293,5.9641970076567e-07,0.0236226888838165,"4",0.216,1.1385,"yes",0,2,502,23,0.719
759212122,4.6371561158498e-07,0,"5",0.213,0.117,"yes",0,1,118,8,0
759212231,8.3696309312737e-07,0.0236218690814662,"5",0.213,0,"yes",0,22,5108,234,0
759212542,1.51996634258861e-06,0.02362044,"5",0.224,0.099,"yes",0,13,3178,158,10.098
759212543,1.16549514284029e-06,0.0236202387720296,"5",0.224,0.7029,"yes",0,6,1156,49,15.716
759214442,5.7977654327629e-07,0.0236239334585458,"4",0.204,0.0468,"yes",0,15,4878,191,2.928
759214443,6.209819361506e-07,0.0236237938384034,"4",0.204,0,"yes",0,29,7142,337,4.468
759217753,1.9559198359417e-06,0.00426006757646662,"2",0.273,0,"no",0,1,220,9,0.277
759217791,2.0726311963315e-06,0.00425404687697998,"2",0.273,0.0765,"no",0,1,654,22,0.41
759217792,2.3493864350619e-06,0.0236204510108865,"2",0.273,0.0756,"no",0,2,1839,52,0.459
759217793,2.05993205239168e-06,0.00424918489950909,"4",0.263,0.1881,"no",0,2,383,19,0.323
759223582,3.04394823756411e-06,0.0236214309156547,"2",0.345,0.4536,"no",0,2,378,16,2.803
759223663,2.42579000375949e-06,0.0236175172413793,"2",0.355,0.0783,"no",0,1,89,5,0
759223821,2.46287477936898e-06,0.0236225097943193,"2",0.345,0,"no",0,1,1151,66,2.803
759223989,1.35878877998763e-06,0.0236236167664671,"2",0.348,0.0162,"no",0,1,101,7,0
759226114,1.44365436683897e-06,0.0236323756906077,"2",0.355,0,"no",0,1,38,3,0
759228243,1.62677250664768e-06,0.0236237993596585,"2",0.35,0.0045,"no",0,1,546,28,0
759229291,8.3605988198619e-07,0.0236227409753008,"2",0.365,0.0153,"yes",0,1,20,1,0
759229493,7.49605592943e-07,0.0236219366681964,"1",0.392,1.2078,"yes",0,1,36,2,0
759229674,8.7557131078029e-07,0,"1",0.392,0,"no",0,1,180,11,0
759244271,1.84576770242301e-05,0.0236221881076655,"2",0.269,0.0882,"no",0,2,152,11,0
759247382,4.25250162682657e-06,0.0236205574912892,"2",0.297,0.0171,"no",0,1,23,2,0
759247383,3.61967504588491e-06,0.0236220906600689,"2",0.297,0,"no",0,2,1123,46,0
759247822,2.07290322879618e-06,0.0236240582347589,"2",0.317,0,"no",0,1,54,3,0
759247841,2.50422236434321e-06,0.0236209702405218,"2",0.317,0,"no",0,1,66,5,0
759249623,1.82182279521299e-06,0.0236247283264912,"2",0.35,0.0063,"no",0,1,371,19,0
759253112,4.10086621441591e-06,0.0236201029531292,"4",0.245,0,"no",0,1,134,8,0
759253113,4.80176352514601e-06,0.000855818004807006,"2",0.244,0.0225,"no",0,6,1104,62,0
759253114,4.21848641708775e-06,0.0236226103111937,"4",0.245,0.6588,"no",0,6,2756,134,0
759253115,7.93810049803432e-06,0.000836033210182478,"2",0.244,0.0486,"no",2,3,1616,72,0
759253116,4.21523092941391e-06,0.0236248226950355,"4",0.245,0.2295,"no",0,2,1109,55,0
759253117,6.99217413981636e-06,0.00082482963021854,"2",0.244,0.1143,"no",0,5,524,31,0
759253135,4.08804051536595e-06,0.00074819495379396,"2",0.278,0,"no",0,1,233,16,0
759253152,3.86412400761967e-06,0.0236224783861671,"4",0.256,9e-04,"no",0,1,36,4,0
759253171,4.17432478718172e-06,0.000654489975884758,"2",0.278,0.0054,"no",0,1,41,4,0
759253172,6.00913743702859e-06,0.023621540943929,"2",0.309,0.0153,"no",0,1,433,25,0
759253851,0.000125088207700927,0,"2",0.293,0.0216,"no",0,1,46,3,0
759254131,270.00000064452,0,"2",0.298,0.0225,"no",2,1,233,8,0
759254164,8.05266300874489e-06,0,"1",0.344,0.2106,"no",0,2,393,23,0
759254193,5.57930804381424e-06,0,"1",0.344,0.2331,"no",0,1,82,5,0
759254221,4.18267600386774e-06,0.0236218062351461,"1",0.357,0,"no",0,1,52,7,0
759254266,3.57034300310619e-06,0,"1",0.357,0,"no",0,1,60,3,0
759254552,2.14529862868719e-06,0,"1",0.379,0.0162,"no",0,1,26,1,0
759254597,1.4512200649892e-06,0,"1",0.393,0.0243,"no",0,1,269,16,0
759254841,1.7938940946769e-06,0,"1",0.413,0.027,"no",0,1,19,1,0
759254893,7.7475097563927e-07,0,"1",0.427,5.1264,"no",0,1,45,3,0
759254928,7.0549718328689e-07,0,"1",0.427,0.6822,"no",0,5,1408,64,0
759254992,7.6389705276045e-07,0,"1",0.419,0.5481,"yes",0,1,32,2,0
759255524,1.12531954665397e-05,0,"2",0.316,0,"no",0,1,219,10,0
759258533,1.60783431962594e-06,0,"1",0.382,1.8756,"no",0,1,115,6,0
759258683,1.21456074187176e-06,0,"1",0.446,1.5462,"yes",0,1,13,1,0
759258697,1.31490377605693e-06,0,"1",0.446,1.1133,"yes",0,2,231,16,0
759258911,3.86264119689388e-06,0,"1",0.434,0.3402,"no",0,1,26,1,0
759263323,3.82915241919607e-06,0,"1",0.351,0,"no",0,1,163,11,0
759263813,1.26434473849407e-06,0,"1",0.35,0.0423,"yes",0,1,60,5,0
759265442,1.45979040289281e-06,0,"1",0.35,0.0828,"no",0,4,1812,92,0
759265443,1.53279729507866e-06,0,"1",0.35,0.1224,"no",0,2,115,12,0
759271691,8.98369622885845e-05,0,"1",0.496,4.1976,"yes",0,2,191,11,0
759271882,1.84580001069947e-06,0,"1",0.35,9e-04,"no",0,3,1399,75,0
759271894,2.67845914409273e-06,0,"1",0.358,0.045,"no",0,1,27,2,0
759272421,1.24737288228568e-06,0,"1",0.494,0.9531,"no",0,1,167,11,0
759272424,6.7043313484792e-07,0,"1",0.52,0.4455,"no",0,1,18,1,0
759272922,6.8853125210179e-07,0,"1",0.52,0.2646,"yes",0,1,23,1,0
759273162,4.31993249252347e-05,0,"1",0.365,1.8396,"no",0,1,14,1,0
759273163,3.57511627897267e-05,0,"1",0.374,0.8208,"no",0,1,46,3,0
759273221,4.87769910822859e-06,0,"1",0.374,0.1422,"no",0,1,21,1,0
759273222,1.78023208324379e-06,0,"1",0.358,0.4284,"no",0,2,340,18,0
759273224,1.45715572502609e-06,0,"1",0.373,0.3393,"no",0,2,180,8,0
759273225,1.81953795471586e-06,0,"1",0.358,0.0531,"no",0,1,160,9,0
759273227,1.18369830669594e-06,0,"1",0.379,0.1503,"no",0,1,83,4,0
759273243,1.89451823569577e-06,0,"1",0.373,0.5967,"no",0,2,915,51,0
759273383,2.09329746620022e-05,0,"1",0.413,1.0584,"no",0,1,47,5,0
759273851,4.16280723732152e-06,0,"1",0.459,0.6264,"no",0,2,57,3,0
759274322,1.28663430113768e-06,0,"1",0.458,0.7857,"yes",0,1,47,4,0
759274323,1.29017366765473e-06,0,"1",0.48,2.7657,"yes",0,1,78,4,0
759274623,5.3436119597068e-07,0,"1",0.427,8.4123,"yes",0,1,288,19,0
759276652,1.73288415006329e-06,0,"1",0.434,0.1296,"no",0,1,204,11,0
759276661,8.7398538508449e-07,0,"1",0.431,0.576,"no",0,1,74,6,0
759276681,2.86284566934274e-06,0,"1",0.402,0.837,"no",0,3,53,3,0
759276683,6.9034229104623e-07,0,"1",0.405,0.7173,"no",0,1,66,4,0
759277643,1.40359260113775e-06,0,"1",0.412,1.5039,"no",0,1,75,8,0
759277822,1.20922400149994e-06,0,"1",0.424,1.4418,"no",0,1,18,2,0
759292121,5.292353109453e-07,0,"1",0.415,0.1467,"no",0,10,7276,269,0
759321232,6.6743528546998e-07,0.0236200120554551,"5",0.227,0.0558,"no",0,4,1991,91,0
759321233,5.6803794055971e-07,0.0236220736254311,"5",0.221,0.3483,"no",2,32,13568,635,0
759321291,5.1947897807961e-07,0.0236214411247803,"5",0.217,0.0063,"yes",2,28,15161,898,0
759321292,5.394842187878e-07,0,"5",0.217,0.0558,"yes",0,2,680,37,3.324
759321293,5.9219217390898e-07,0.0236214411247803,"5",0.217,0.0477,"yes",0,18,5798,260,9.304
759322131,7.5824755644651e-07,0.0236220406686399,"5",0.227,0.135,"no",0,1,281,9,0
759322132,8.9592331671129e-07,0.0236224936160764,"5",0.227,0.4545,"no",0,4,2321,87,0
759322134,8.3882909233104e-07,0.0236206742485784,"5",0.227,0.6795,"no",0,1,214,9,0.042
759322135,9.3026647250534e-07,0.0236220444307334,"5",0.227,0.0765,"no",2,6,2798,119,0
759322141,1.03550018722233e-06,0.0236212878231547,"5",0.227,0.0648,"no",0,1,98,7,0
759322142,1.08431266855548e-06,0.0236216013206768,"5",0.227,0,"no",0,3,531,25,0
759322193,7.6144597817659e-07,0.0236220539793925,"4",0.226,2.1051,"no",0,2,388,21,0.257
759322241,7.1084341776834e-07,0.0236225442020666,"4",0.226,0.0333,"no",0,1,186,15,0
759322262,1.02912478602236e-06,0.023619795221843,"5",0.224,0.009,"no",0,3,1544,65,9.924
759322271,8.9926835067725e-07,0.0236220574278131,"5",0.224,0.0387,"no",0,1,716,43,0
759322272,1.01346421079126e-06,0.0236250913520097,"5",0.224,0.0576,"no",0,6,2993,130,9.924
759322291,7.4791656182353e-07,0.0236230386740332,"5",0.224,0,"yes",0,10,3395,145,18.866
759322292,7.2100003403288e-07,0.023624441260745,"5",0.224,0,"yes",0,5,1141,41,5.618
759322293,9.1377613004733e-07,0.0236241272856804,"5",0.224,0,"yes",2,17,5162,227,15.542
759322451,1.21464807150176e-06,0.0236221430934961,"2",0.231,0.0189,"no",0,1,452,21,0.822
759322461,1.35815649809056e-06,0.0236221498896622,"2",0.231,0.405,"no",0,1,685,31,0.822
759322493,1.68328657617203e-06,0.0236217578029897,"2",0.231,0.5499,"no",0,1,94,4,0
759322621,2.06466997276614e-06,0.0236220870980174,"2",0.248,0.5481,"no",0,1,106,7,0
759322721,2.24032520008331e-06,0.0236221089833155,"2",0.234,0.7857,"no",0,4,1716,86,17.462
759322761,5.82403070879028e-06,0.0236223685019206,"2",0.244,0.8829,"no",0,12,4702,220,7.538
759322811,8.20461877087627e-06,0.0236220390078574,"2",0.234,0.1638,"no",4,9,4603,206,8.167
759322815,0.377692633593685,0.0236220299196738,"2",0.244,0.3456,"no",0,1,185,7,4.136
759322911,3.22197551208084e-06,0.023622061177874,"2",0.234,0,"no",0,3,1535,90,4.031
759322912,2.55076588169345e-06,0.023625137470542,"2",0.234,0,"no",0,8,3341,158,4.031
759322913,3.1779889432253e-06,0.0236220635413499,"2",0.234,0.1818,"no",0,7,1776,114,4.031
759322925,2.05656963157373e-06,0.0236209459459459,"2",0.285,0.5742,"yes",0,1,249,12,0
759322932,4.68842069377058e-06,0.0236224832214765,"2",0.248,0.7623,"yes",0,2,1048,54,0.452
759322934,2.71669424930002e-06,0.0236211757063982,"2",0.248,0.4833,"yes",0,1,45,5,0.113
759322935,3.31319250022723e-06,0.0236220161282351,"2",0.248,0.0639,"yes",0,1,174,8,0.452
759322936,3.57590774069242e-06,0.0236240990171096,"2",0.276,0.3096,"yes",2,10,3107,139,0.542
759322938,2.46841820914123e-06,0.0236226118067979,"2",0.276,1.1493,"yes",0,1,348,16,0.832
759322944,3.71128093673042e-06,0.0236214168039539,"2",0.296,0.3969,"yes",0,1,55,5,0
759322945,3.43079982385268e-06,0.0236214711321142,"2",0.296,1.3266,"yes",0,1,184,12,0
759322965,2.67359214181661e-06,0.0236224957609256,"2",0.329,0.0747,"no",0,1,9,1,0
759322974,1.81769756994564e-06,0.0236213528520949,"2",0.337,0.1557,"yes",0,1,10,1,0
759322983,1.26196902319713e-06,0.0236215587911416,"2",0.318,0.1422,"no",0,1,21,2,0
759324423,2.78668433422917e-06,0.0236253414264036,"4",0.248,0,"no",0,1,1225,43,0
759326185,3.05074672902921e-06,0.0236224566691786,"4",0.248,0.3177,"no",0,1,112,8,0
759327122,2.45208482735198e-06,0.0236328035982009,"4",0.248,0,"no",0,1,494,20,0
759329251,1.67318391374594e-06,0.0236221746061787,"2",0.29,0.1962,"no",0,1,220,15,0
759329296,1.88347294866207e-06,0.0236202197802198,"2",0.318,0,"yes",0,1,149,8,0
759329413,1.42012203061557e-06,0.0350691914631644,"2",0.276,0.1845,"yes",0,1,10,1,0
759329913,7.9618515486784e-07,0.023622061195261,"2",0.3,0.1962,"yes",0,1,12,1,0
759329916,7.4484923997862e-07,0.0236214042018316,"2",0.3,0.1818,"yes",0,1,27,2,0
759334763,4.78667084843672e-06,0.120152712964241,"2",0.283,0.8541,"no",0,1,70,4,0
759341253,1.48325245489032e-06,0.120156078094584,"5",0.227,0.0639,"yes",0,1,579,60,0
759341318,6.5832993288921e-07,0.120147488839286,"2",0.248,0,"yes",0,1,88,15,0
759341323,2.80297555926426e-06,0.120162863171563,"2",0.258,0.162,"yes",0,1,400,24,0
759341332,1.71543070558898e-06,0.120150774487472,"2",0.258,0.0099,"yes",2,10,6382,246,0.28
759341399,8.218433465913e-07,0.0212095285657407,"2",0.264,0.0045,"yes",0,1,67,4,0
759341512,1.01068219587868e-06,0.120149514563107,"2",0.264,0.7056,"yes",0,1,353,22,0
759341531,9.9524671929501e-07,0.0199938360361814,"2",0.264,9e-04,"yes",2,1,198,10,0
759341565,7.2126471312202e-07,0.120157599417209,"2",0.271,0.2727,"yes",0,1,146,17,0
759341594,5.4473614971543e-07,0.120168856817319,"2",0.273,0.135,"yes",0,2,522,35,1.95
