"cobacia","S1_ivv_nu","S2_ivv_nu","S3_ivv_classe","S4_ivv_nu","floresta","monitorado","estacoes","escolas","alunos","docentes","risco"
795885,2.2927218630431e-07,0.286710565990472,"4",0.235,0.585,"yes",0,2,336,25,19.199
795886,1.4300028050811e-07,0.286710419751561,"1",0.226,10.4949,"yes",1,15,3365,296,10.667
795888,4.0132242213291e-07,0.286710594744122,"4",0.227,6.4998,"yes",0,6,1342,122,1.432
795889,3.4422498596263e-07,0.286710612866904,"1",0.216,7.3647,"yes",0,11,3008,268,11.817
795891,2.9249962205655e-07,0.286710567497315,"4",0.238,1.5264,"yes",1,6,1774,142,0.331
795895,6.7983514128088e-07,0.286710565023056,"4",0.219,5.4765,"no",0,1,335,36,0
795921,2.7498430183e-08,0.286710574295418,"4",0.215,1.2303,"yes",0,18,5033,327,0.555
795923,3.267523178623e-08,0.286710580303801,"4",0.215,0.306,"yes",0,3,956,71,0
795925,1.4995245108974e-07,0.286710577104606,"4",0.221,9.5508,"yes",0,5,1412,99,0
795943,5.067261342449e-08,0.0558523555859451,"4",0.195,0,"no",0,7,3171,276,0
795946,1.049464919885e-08,0.0558523547292122,"1",0.195,62.2692,"yes",0,9,1810,147,0
795954,1.0298955297509e-07,0.0557981560747908,"4",0.191,0,"no",0,1,71,6,0
795961,5.455707512019e-08,0.0558234538609064,"4",0.185,0,"no",0,1,215,18,0
795967,3.4295875998618e-07,0.0558282537462619,"4",0.184,0,"no",0,1,254,16,0
795969,2.0710776775938e-07,0.055852353249772,"4",0.189,0,"no",0,1,125,15,0
796212,1.7017892643212e-07,0.153161575999333,"1",0.158,43.947,"yes",2,64,21295,1394,0.039
796221,1.5811505039031e-07,0.153161586436355,"5",0.179,31.9509,"yes",3,53,14336,996,5.689
796222,1.1493534990742e-07,0.153161629329643,"4",0.191,16.3953,"yes",0,1,127,16,0
796224,1.390442918849e-07,0.153162009180185,"4",0.187,5.2992,"yes",0,1,132,11,4.989
796225,1.6585359690102e-07,0.153161595480465,"4",0.186,0.5463,"yes",0,1,514,27,4.574
796227,2.8209527226527e-07,0.153161578547927,"4",0.187,55.7226,"yes",0,1,434,21,5.827
796229,5.8890929054235e-07,0.153161597440199,"4",0.189,131.1453,"yes",1,8,1465,98,0
796231,2.3512488521087e-07,0.153161591100527,"5",0.187,5.6916,"yes",0,10,3582,217,0
796232,1.8474959145122e-07,0.153161656984087,"5",0.181,17.7345,"yes",0,3,694,57,0
796241,1.9917400773471e-07,0.153161601588747,"4",0.178,32.8536,"yes",0,4,313,29,0
796243,2.1360000861628e-07,0.153161585961643,"5",0.176,18.3186,"yes",0,1,26,5,0
796245,2.5661749758397e-07,0.153161590679399,"4",0.183,25.7364,"no",0,1,175,15,0
796247,5.0745824619459e-07,0.153161686789954,"4",0.187,25.4115,"no",1,3,845,51,0
796261,4.6010632024462e-07,0.15316158674234,"5",0.177,31.2435,"yes",0,2,72,15,0
796262,4.934073307201e-07,0.153161469110068,"4",0.185,7.7139,"yes",0,1,11,2,0
796263,8.7610404179181e-07,0.153161586949056,"5",0.193,16.3674,"no",0,3,386,33,0
796264,3.9006000281066e-07,0.153161577701399,"4",0.196,32.8122,"no",0,1,70,11,0
796265,1.1565723376885e-06,0.153161583188105,"4",0.229,16.767,"no",0,1,79,12,0
796266,3.5042507955934e-07,0.153161563762191,"4",0.23,59.9994,"no",0,4,571,37,0
796267,3.0624483807474e-07,0.153161588161072,"4",0.22,39.6009,"no",0,4,296,19,0
796271,2.7892397441629e-07,0.15316159182434,"5",0.178,3.2742,"yes",1,1,85,8,0
796272,2.1151656052942e-07,0.153161518551132,"5",0.175,19.0908,"yes",0,1,6,1,0
796273,2.3594645472959e-07,0.153161595168346,"5",0.172,6.4881,"yes",0,2,367,44,0
796276,3.0241873435483e-07,0.153161602959394,"4",0.176,44.0424,"yes",0,2,126,20,0
796277,2.5158311905013e-07,0.153161590197363,"4",0.17,2.3067,"yes",0,2,934,49,2.302
796294,2.0291933318137e-07,0.153161479788962,"4",0.193,19.6587,"yes",0,1,7,2,0
796412,1.5984063876947e-07,0.153089596457387,"1",0.169,3.0555,"no",0,1,140,8,0
796413,1.3836468783957e-07,0.15308988712092,"1",0.171,48.3669,"no",0,3,191,16,0
796415,9.224952395207e-08,0.153089888021968,"5",0.173,28.1862,"no",0,2,456,31,0
796419,4.623110090154e-08,0.153089887971619,"5",0.174,22.3659,"no",0,30,9777,557,0
796421,2.791006193869e-08,0.153089889116359,"5",0.169,9.7722,"no",0,2,130,17,0
796422,1.726433354057e-08,0.153089920197353,"4",0.174,14.5683,"no",0,1,182,17,0
796424,2.456725332952e-08,0.153089993223869,"5",0.177,15.1533,"no",0,1,82,9,0
796427,1.821292344919e-08,0.153089888731331,"5",0.181,30.6432,"no",0,4,149,21,0
796428,3.195907631504e-08,0.153089930111329,"4",0.175,47.0817,"no",0,5,441,41,0
796429,1.496120915308e-08,0.153089853057366,"4",0.184,38.8746,"no",0,3,599,49,0
796441,1.870397478075e-08,0.153089885661263,"5",0.17,49.4739,"no",0,9,675,0,28.415
796443,1.15776657803e-08,0.153089887424792,"5",0.171,5.4639,"no",0,1,17,3,0
796444,1.068585871951e-08,0.153089946228095,"5",0.174,4.869,"no",0,1,316,26,0
796446,5.532095272615e-08,0.153089841344843,"4",0.204,56.6289,"no",0,8,1578,127,0
796447,4.944414478144e-08,0.153089877508256,"4",0.202,51.57,"no",0,3,365,33,0
796448,8.000572529407e-08,0.153089880485722,"4",0.202,105.1083,"no",0,4,348,33,0
796449,7.943561783913e-08,0.153089875129733,"4",0.195,117.9756,"yes",0,7,1002,129,0
796453,1.249721243198e-08,0.153089887906479,"5",0.171,32.4279,"no",0,3,131,10,28.415
796465,1.2984077258916e-07,0.15308988713821,"4",0.159,3.8835,"no",0,1,77,5,0
796468,3.1309792324319e-07,0.153089808825686,"4",0.181,21.6846,"no",0,4,399,35,0
796486,4.0101265423533e-07,0.153089990384677,"4",0.225,11.9808,"no",0,23,5753,377,0.804
796488,6.6764139029232e-07,0.153089953508384,"4",0.22,32.1894,"no",0,4,1310,93,0.007
796541,2.8761978004155e-07,0.153089901120324,"1",0.192,9.9324,"no",0,1,157,15,0
796542,1.3214702459541e-07,0.153089998872548,"5",0.2,8.5671,"no",0,1,29,5,0
796543,1.3018275167093e-07,0.153089989510312,"5",0.186,10.7937,"no",0,1,361,30,0
796563,4.9079261691927e-07,0.153089889477978,"4",0.23,10.0674,"yes",0,9,2792,179,0
796581,1.8089437387611e-07,0.153089892648753,"1",0.223,30.3075,"no",0,1,192,18,0
796583,6.607901715799e-08,0.153089869823456,"5",0.2,23.4486,"no",0,3,211,16,0
796611,2.6175010533322e-07,0.153089887615373,"1",0.231,22.5729,"yes",0,8,3135,200,0
796619,3.840388787814e-08,0.153089887664155,"4",0.202,6.2019,"yes",0,26,8994,652,2.731
796621,3.822696397961e-08,0.153089887093682,"4",0.201,10.3887,"yes",0,9,2266,153,0
796632,4.98014508569e-08,0.153089854215857,"4",0.211,28.8513,"no",0,6,825,78,0
796633,4.314350578216e-08,0.153089887508318,"4",0.202,11.4759,"yes",0,6,1068,98,0
796637,1.2165935251579e-07,0.153089887459183,"4",0.223,23.1633,"yes",0,13,2038,190,4.818
796647,5.969237318303e-07,0.153089889146712,"4",0.239,15.5304,"no",0,1,79,17,0
796651,2.0695918232034e-07,0.153089887607891,"4",0.221,7.6842,"yes",0,4,689,59,0
796652,3.0888069662162e-07,0.153089982089743,"4",0.212,17.001,"no",0,1,65,8,0
796657,9.7965110753771e-07,0.153089887731839,"4",0.212,48.2823,"no",0,1,57,8,0
796663,11.6840007462119,0.15308988751638,"4",0.204,73.2834,"no",0,2,368,42,0
796674,7.1950467108204e-07,0.153089878165394,"4",0.203,92.1996,"no",0,13,2719,271,0
796676,1.06478312950278e-06,0.153089873591309,"4",0.201,53.9334,"no",0,7,1867,151,0
796711,1.66028181799568e-06,0.152977570317888,"4",0.24,1.0998,"yes",0,2,349,19,1.652
796712,1.79217671695156e-06,0.153089866931442,"4",0.227,18.7182,"yes",0,2,342,23,0.147
796718,1.791182124989e-07,0.153089890226076,"5",0.21,40.8348,"no",0,2,190,22,0
796725,2.8118431411616e-07,0.153089888811272,"4",0.199,15.0363,"no",0,1,43,9,0
796727,3.1519453601123e-07,0.153089889370366,"2",0.208,8.1657,"no",0,1,57,10,0
796732,1.7956387577534e-07,0.153089895675198,"5",0.209,21.1905,"no",0,1,197,15,0
796756,3.1798763253944e-07,0.153089884488279,"5",0.216,10.4193,"no",0,1,169,14,0
796763,1.24712798652715e-06,0.153089885228866,"1",0.231,83.8764,"no",1,1,27,3,0
796775,9.7218703075971e-07,0.152911631566926,"5",0.231,15.8634,"no",0,26,7315,536,1.295
796777,8.9244890926373e-07,0.152907828861324,"5",0.232,8.5032,"no",0,9,2229,179,0.482
796826,2.6946059502225e-07,0.152661050923887,"2",0.226,55.2627,"no",0,1,99,12,0
796828,1.9921656693914e-07,0.15266104033541,"5",0.214,67.8834,"no",0,5,1420,96,0
796856,1.46411937228102e-06,0.15266107496015,"5",0.237,6.1893,"no",0,2,617,40,0
796868,8.200176409036e-07,0.152661077042596,"5",0.241,10.9917,"yes",0,1,141,14,0
796921,6.7786940525236e-07,0.153018248092688,"5",0.242,20.943,"no",0,5,1596,103,0
796926,5.8859113556203e-07,0.15301820886016,"4",0.246,26.2674,"yes",0,1,109,16,0
796942,6.17474597251366e-06,0.153018233274169,"4",0.213,66.1725,"no",0,21,3211,273,0
796945,1.66525888417692e-05,0.153018250439703,"4",0.205,6.3018,"no",0,1,35,4,0
796953,0.00117973529707388,0.153018249890682,"4",0.205,36.4509,"no",0,1,61,7,0
796957,6.09985944650667e-05,0.153018249658425,"4",0.202,18.2565,"no",0,2,343,34,0
796958,9.00833510959636e-05,0.153018232661224,"4",0.201,4.9563,"no",0,3,374,43,0
796959,7.19856235597005e-05,0.153018249942196,"4",0.198,17.9208,"no",0,2,1065,77,0
796969,4.199702573483e-08,0.153018235749104,"5",0.205,4.0941,"no",0,7,2329,165,0
796971,0.00225358997385022,0.15301825031049,"4",0.206,18.2898,"no",0,1,119,14,0
796991,3646.00000052738,0.153018250304702,"4",0.226,26.4204,"no",0,3,281,37,0
796993,6.96225645015373e-05,0.153018249171342,"4",0.231,6.7284,"no",0,1,13,2,0
797323,1.2949169821657e-06,0.153089888788274,"2",0.186,40.4982,"no",0,1,154,16,0
797443,3.75485933949099e-06,0.0558523487952366,"2",0.184,49.8879,"no",0,1,97,11,0
797444,9.8919734530275e-07,0.0558523261808106,"2",0.184,6.2676,"no",0,1,47,8,0
797512,3.59924436640762e-06,0.0558523633501044,"4",0.199,0,"no",0,1,248,22,0
797521,1.52940145332186e-06,0.0558523554564128,"4",0.218,0,"no",0,1,98,10,0
797524,3.57026019679709e-06,0.0558523447085245,"4",0.195,0.1872,"no",0,1,134,16,0
797526,4.552655648611e-06,0.0558523528799919,"4",0.209,4.8672,"no",0,3,657,44,0
797584,1.44233964088168e-05,0.0558523439002459,"2",0.192,39.8709,"no",0,1,82,13,0
797587,4.4190494636088e-06,0.0558523594164734,"2",0.196,52.3863,"yes",0,2,385,24,0
797613,1.84346637911399e-06,0.05585235550768,"4",0.23,3.3138,"no",0,1,213,10,0
797619,1.52779946963709e-06,0.0558523555079495,"2",0.238,4.6053,"no",0,3,950,64,0
797645,2.763377555555e-08,0.0558523570978182,"2",0.223,23.5917,"no",0,1,75,12,0
797652,1.333194131042e-08,0.0558523644318138,"5",0.223,24.8454,"no",0,2,181,27,0
797666,1.99234194524e-08,0.055852363857615,"2",0.236,35.8011,"no",0,1,6,1,0
797682,7.815410644445e-08,0.0558523585516704,"2",0.239,82.0836,"no",0,7,1067,114,0
797761,9.1033888443981e-07,0.0557710913350742,"4",0.245,0.1053,"no",1,12,3024,212,3.529
797813,1.12092116910124e-06,0.0557710958769761,"2",0.223,11.3112,"no",0,1,360,38,0
797815,7.1192147198737e-07,0.0557710945612757,"2",0.22,9.558,"yes",0,1,167,13,0
797835,3.7759995622338e-07,0.0557710935771969,"2",0.216,2.1798,"yes",0,1,11,2,0
797924,9.2212012203519e-07,0.0557711211147062,"2",0.217,4.2606,"yes",0,1,154,18,0
797925,2.26755764061292e-06,0.0557710999466529,"2",0.218,2.2932,"yes",0,1,123,22,0
797926,7.0395766109203e-07,0.0557710487110799,"2",0.213,9.5103,"yes",0,1,51,8,0
797927,8.5994881035782e-07,0.0557710896938033,"2",0.213,30.1419,"yes",0,1,117,15,0
798121,2.66040261275047e-06,0.0557710970098717,"4",0.216,34.4574,"yes",1,28,9042,736,29.053
798124,3.1666278443434e-07,0.0557710978637798,"2",0.229,61.9542,"yes",0,3,370,43,0
798125,6.264024316208e-07,0.0557710982600215,"2",0.209,37.0971,"yes",0,1,13,1,0
798126,3.7601116460395e-07,0.0557710932734529,"2",0.254,54.1746,"yes",0,3,410,35,0
798128,2.3371153922706e-07,0.0557710961726599,"2",0.274,28.9161,"yes",1,3,194,22,0
798141,3.09808970742286e-06,0.0557710951461324,"4",0.215,2.8422,"yes",0,12,4561,346,21.887
798144,9.9083307444225e-07,0.0557710796475434,"2",0.211,16.3692,"yes",0,1,241,22,0
798145,9.5407466648631e-07,0.0557711067709919,"2",0.22,34.2027,"yes",0,1,68,21,0
798171,2.10855268073565e-06,0.0568534128878115,"4",0.215,0,"no",0,1,434,27,0
798235,2.04945003021897e-06,0.0557710957390875,"2",0.234,2.0772,"yes",0,2,435,39,0
798241,1.13140642946393e-06,0.0557710958851669,"2",0.239,15.0543,"no",0,1,221,18,0
798242,2.0027491563888e-07,0.055771098810058,"2",0.248,125.9523,"no",0,3,325,40,0
798251,1.4953714807285e-06,0.0557710964496576,"2",0.226,11.763,"yes",1,6,1516,129,2.311
798263,1.7855210688667e-07,0.0557711026843033,"2",0.247,41.0247,"no",0,1,109,18,0
798271,5.6726875641408e-07,0.0557710956910164,"2",0.245,97.6599,"no",0,1,103,12,0
798284,2.844008048232e-08,0.0557711022000586,"2",0.233,13.0914,"no",0,5,1414,106,0
798285,4.915715091816e-08,0.0557710991614165,"2",0.235,83.7639,"no",0,1,125,15,0
798299,6.856028857253e-08,0.0557710992318138,"2",0.256,60.7968,"no",0,2,184,22,0
798448,1.4073075609445e-07,0.0557710970575923,"4",0.253,5.9661,"no",0,1,94,13,0
798469,9.2858052773858e-07,0.0557710684570393,"1",0.27,0.9783,"no",0,1,109,15,0
798496,4.8263778356363e-07,0.0557710981329534,"4",0.263,12.0249,"no",0,1,423,22,0
798652,9.145826845e-10,0.0557981754548021,"4",0.221,0,"no",0,2,246,28,0
799163,8.2849816488e-10,0.0557981583044594,"4",0.221,0.1611,"no",0,2,408,29,0
799164,4.33780358522e-09,0.055798164276747,"4",0.221,0,"no",0,1,5,2,0
799165,5.80967589384e-09,0.055798159585722,"4",0.221,0,"no",0,1,134,15,0
824741,6.1247040602036e-07,0.0659773458384302,"4",0.255,0.0819,"yes",0,2,648,43,1.171
824742,8.1777605942601e-07,0.065977382620364,"4",0.256,1.4175,"yes",0,5,1560,117,1.171
824743,5.75819341877257e-06,0.0659773515334909,"4",0.252,0.9027,"yes",0,1,116,15,0
824761,5.9358462458199e-07,0.0659773500562287,"5",0.248,3.4947,"yes",0,1,62,12,0
825184,3.31685458887962e-06,0.0659772964444775,"4",0.237,0.1566,"yes",0,1,85,12,0
825185,8.57053770108009e-06,0.0659773468568802,"4",0.239,2.1411,"yes",0,1,196,20,0
825187,6.19282672207807e-06,0.0659773448555839,"4",0.243,1.5525,"yes",0,1,139,16,0
825192,3.10702058269931e-06,0.0659773616501569,"4",0.237,0.6615,"yes",0,4,2121,143,0
825193,1.60412629121166e-06,0.10994847624697,"4",0.236,0.4761,"yes",2,32,14330,818,8.233
825194,4.71855570073163e-06,0.0659773382993233,"4",0.237,1.0467,"yes",0,8,2842,193,2.429
825412,2.90432919462197e-06,0.0659773311634352,"4",0.246,3.1104,"yes",0,1,158,20,0
826113,3.59706986852624e-06,0.0610977577671879,"4",0.255,3.3435,"yes",0,1,65,14,0
826146,1.23293481746968e-05,0.0659773961535712,"4",0.263,0.3861,"yes",0,1,156,15,0
826154,4.2953920974468e-06,0.0659773445229533,"4",0.253,6.1281,"yes",0,1,126,13,0
826238,1.25934720723629e-06,0.0659773437445871,"4",0.221,4.8654,"yes",1,6,2152,133,4.903
826239,8.65334250366e-07,0.0659773510344432,"4",0.222,2.0934,"yes",1,7,2822,160,4.903
826241,5.6071816065511e-07,0.0659773514568721,"4",0.223,7.8174,"yes",0,1,105,15,0.195
826333,1.35073701208361e-06,0.0585293073566406,"4",0.231,7.8948,"yes",0,1,118,13,0
826353,2.1094743930718e-07,0.0580919323314005,"4",0.212,2.9664,"no",0,4,1012,72,0
826481,7.233866451372e-08,0.0659773507970892,"5",0.238,33.3666,"no",0,1,236,32,0
826482,3.559447288081e-08,0.0659773452476724,"4",0.233,82.7748,"no",0,2,143,13,0
826485,4.270372354314e-08,0.065977354136573,"4",0.237,25.3755,"no",0,1,78,11,0
826496,1.913632866953e-08,0.0659773546053025,"4",0.238,8.9136,"no",0,2,274,22,0
826626,4.273675022229e-07,0.0659773443381217,"5",0.234,8.2152,"no",0,6,1770,136,0
826627,7.0459818781824e-07,0.0659773531884182,"5",0.236,5.7852,"no",0,1,161,14,0
826628,2.5191723116391e-07,0.0659773221777331,"5",0.236,8.2197,"no",0,2,394,37,0
826634,1.1900010140367e-07,0.0659773358775235,"5",0.234,34.722,"no",0,5,648,72,0
826643,2.483290474499e-08,0.065977354935082,"4",0.241,22.2003,"no",0,1,123,13,0
826652,3.695535160833e-08,0.0659773651359384,"4",0.236,29.5956,"no",0,2,122,26,0
826676,2.140111737547e-08,0.0659773555343048,"4",0.214,2.9196,"no",0,1,66,13,0
826683,4.1392235499151e-07,0.0659773360255388,"4",0.208,9.1053,"no",0,9,1418,117,0
826695,4.478450251151e-08,0.0659773410193533,"4",0.204,11.439,"no",0,7,723,76,0
826723,1.04891975911992e-06,0.0501792122198515,"5",0.23,2.1384,"no",0,1,76,6,0
826742,1.19118461193775e-06,0.0501792117130342,"5",0.236,3.4551,"no",0,1,65,10,0
826781,1.14195362567311e-06,0.0501792101607072,"5",0.226,3.4794,"no",0,1,42,3,0
826811,8.6574325083019e-07,0.0514195888928577,"5",0.226,3.4326,"no",1,7,2302,162,0.678
826826,2.62522625103462e-06,0.050179224317848,"5",0.225,14.9715,"no",1,1,37,3,0
826929,1.3197694678987e-07,0.0501792130026752,"2",0.253,67.0005,"no",0,1,81,9,0
826957,2.83046592270824e-06,0.0527403466437761,"1",0.238,5.5989,"yes",1,17,4318,302,4.65
826999,2.8196905559553e-07,0.0501792020359164,"2",0.261,7.5348,"yes",0,1,69,8,0
827131,8.7368586641099e-07,0.119450487943848,"4",0.233,0.5634,"yes",1,13,5390,359,3.171
827142,4.05275857773844e-06,0.09110629014885,"4",0.248,31.905,"yes",0,1,156,17,0
827218,2.1887385197758e-07,0.0911062877510847,"4",0.242,17.0208,"no",0,2,434,40,0
827222,9.2185807409589e-07,0.0911062903257721,"4",0.233,14.8653,"no",0,1,57,10,0
827224,4.3323313860661e-07,0.0911062756028549,"4",0.231,9.2358,"no",0,1,128,8,0
827225,8.9383660872872e-07,0.0911062903363485,"4",0.232,26.145,"no",0,3,123,9,0
827226,1.20776720863201e-06,0.0911063172724545,"4",0.233,11.3022,"no",0,1,19,5,0
827228,5.4805224085449e-07,0.091106240701339,"4",0.231,4.3191,"no",0,17,3176,201,0
827229,6.888650436977e-07,0.0911063048205386,"4",0.237,19.7748,"no",0,1,9,1,0
827232,1.9888339463312e-07,0.0911062913179953,"4",0.237,8.757,"no",0,2,64,14,0
827243,3.4247389340118e-07,0.0911062824770893,"4",0.235,28.7037,"no",0,10,1534,106,0
827254,2.8705239870774e-07,0.0911063029994338,"4",0.265,18.585,"no",0,1,8,1,0
827268,4.206281039536e-08,0.09110628698071,"4",0.266,15.5151,"no",0,1,40,5,0
827289,1.192876301724e-08,0.0911063231608052,"4",0.262,4.9509,"no",0,1,62,5,0
827292,1.481432554825e-08,0.0911062906724512,"4",0.266,20.2914,"no",0,2,93,18,0
827414,2.77132227990297e-06,0.116126689459373,"4",0.255,14.1219,"no",0,2,183,18,0
827423,1.197652902227e-08,0.116126683527097,"4",0.256,19.3059,"no",0,2,246,22,0
827435,1.582968137509e-08,0.116126683837349,"4",0.25,7.1235,"no",1,1,101,12,0
827438,4.997234029023e-08,0.11612667977548,"4",0.239,16.7094,"no",0,8,1549,137,0
827441,2.41295133952e-08,0.116126682470158,"4",0.247,5.4054,"no",0,3,427,50,0
827452,5.078317091676e-08,0.116126713502399,"4",0.238,3.4227,"no",0,13,3227,260,0
827453,6.990052659013e-08,0.116126684222201,"4",0.235,2.7387,"no",0,1,47,10,0
827472,1.5684668295385e-07,0.116126704025478,"4",0.233,12.2823,"no",0,1,105,14,0
827473,1.37780850047797e-05,0.116126683267165,"4",0.229,7.9938,"no",0,1,24,8,0
827476,4.633723932253e-08,0.116126689623272,"4",0.224,15.1452,"no",0,8,1084,103,0
827483,2.068804791932e-08,0.116126685099147,"4",0.227,5.2722,"no",0,1,43,9,0
827495,2.949803620169e-08,0.116126681245987,"4",0.222,5.8878,"no",0,1,86,13,0
827527,6.375140614697e-08,0.0988924023670269,"4",0.206,47.7162,"no",0,1,564,29,0
827528,7.736763768014e-08,0.0988924090552124,"4",0.213,28.4355,"no",0,1,9,3,0
827531,1.839502187747e-08,0.117344262007418,"1",0.206,5.5863,"no",0,1,31,5,0
827543,6.059788405197e-08,0.148753574555496,"4",0.221,38.9745,"yes",0,3,596,52,0
827546,1.629846611607e-08,0.0861411278232148,"4",0.233,46.368,"yes",0,13,1289,125,0
827548,3.12736403193e-09,0.0861411325074403,"4",0.244,28.3311,"no",0,4,515,43,0
827555,1.547897238102e-08,0.113853407157156,"4",0.215,8.721,"yes",0,2,455,40,0
827561,2.629988931253e-08,0.11907308432183,"4",0.214,86.3631,"no",0,8,1420,134,0
827562,9.845367061077e-08,0.119073085105695,"4",0.211,105.3891,"no",0,6,995,84,0
827563,1.1606734970537e-07,0.119073084890268,"4",0.213,74.6001,"no",0,1,33,8,0
827566,1.1889780129173e-07,0.119073066501719,"4",0.213,21.5118,"no",0,2,99,18,0
827568,5.768984331247e-08,0.119073110615387,"4",0.225,8.3502,"no",0,8,3123,194,0
827571,1.360005543719e-08,0.113673485486291,"4",0.216,6.2793,"yes",0,11,2221,178,0
827572,1.632433726499e-08,0.086141147198226,"4",0.218,24.5961,"yes",0,1,46,15,0
827576,1.988353451305e-08,0.0861411445044306,"4",0.219,37.9872,"yes",0,2,169,33,0
827577,6.7928541789711e-07,0.113724637450381,"4",0.217,9.4464,"yes",0,1,61,9,0
827578,9.7167701050577e-07,0.119073092562728,"4",0.213,19.6731,"no",0,1,141,15,0
827583,1.94243499046607e-06,0.0861411325743826,"4",0.202,12.0546,"no",0,1,51,12,0
827595,1.97562580390589e-06,0.115444703106959,"4",0.215,8.6886,"yes",0,2,137,18,0
827612,1.32190470589664e-06,0.119073081357082,"4",0.213,27.9882,"yes",0,4,279,27,0
827614,1.46342248763961e-06,0.119073092340006,"4",0.213,25.4043,"no",0,10,1803,148,0
827622,1.04681314795018e-06,0.119073077525055,"4",0.213,46.0467,"no",0,4,857,63,0
827623,2.03723518379011e-06,0.119073075916394,"4",0.214,10.3275,"no",0,3,397,41,0
827625,1.40801166897567e-06,0.119073089978624,"4",0.22,35.9397,"no",0,1,62,6,0
827632,5.66721815100985e-06,0.119073091163939,"4",0.225,125.991,"no",0,3,481,55,0
827633,3.39285993644534e-06,0.119073084093809,"4",0.222,41.7663,"no",0,1,76,12,0
827634,1.57932393034188e-06,0.119073091782115,"4",0.227,42.6294,"no",0,4,523,56,0
827638,1.03009207767003e-05,0.119073084700593,"4",0.23,43.7085,"no",0,3,310,34,0
827642,1.4351071412548e-05,0.11907308520289,"4",0.232,30.7044,"no",0,1,298,33,0
827643,4.1499346661522e-06,0.119073084753996,"4",0.235,9.6039,"no",0,1,214,16,0
827653,1.92370991920416e-06,0.119073083770465,"4",0.237,22.257,"no",0,2,471,33,0
827654,1.07560770211389e-06,0.119073086498013,"4",0.232,9.603,"no",0,1,49,6,0
827656,2.06916665311294e-06,0.119073079551607,"4",0.233,9.342,"no",0,1,108,13,0
827657,1.24264317112123e-06,0.119073084156003,"4",0.231,4.8735,"no",0,1,86,7,0
827672,8.4780343534452e-07,0.119073102439534,"4",0.229,16.0479,"no",0,2,610,71,0
827681,1.96401925197045e-06,0.119073080910575,"4",0.23,14.0922,"no",0,1,57,5,0
827688,3.72678097783083e-06,0.119073063438357,"4",0.208,10.854,"no",0,4,580,63,0
827732,6.02991873434806e-06,0.0861411622819018,"4",0.214,8.7885,"yes",0,1,104,26,0
827813,1.00774287983138e-05,0.124951494020288,"4",0.226,18.0369,"no",0,2,92,17,0
827823,2.34765710575509e-06,0.124951496008934,"4",0.225,5.2029,"yes",0,2,71,14,0
